category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,ADX006018,Concrete Bits - Adx For Drilling Rebar And Metal Deck,,E:\IMAGES\ITEMS\product\A\D\driltec-adx006018-concrete-bits-adx-for-drilling-rebar-and-metal-deck- 3.jpg,Driltec,For Use With SDS-Plus Rotary Hammers,"•   Solid-Cross-Configuration of ADX carbide head. •   Firm and secured carbide embedment with  flank side reinforcements. •   Generous spiral flute entrance geometry for fast drill dust evacuation. •   Blow-back prevention through sub-trac spiral flute design. •   Noise damping effect due to ADX drill- head design. •   Significantly reduced “arm-hand- vibration” due to ADX multi-cutter head design. •   Unsurpassed drilling performance in concrete and stone and yes, embedded rebar and metal concrete deck. •   Made in Germany.",,,Diameter: 3/16; Use Length 4; Total Length 6,Concrete Bits - Adx For Drilling Rebar And Metal Deck
48|27051,Core Bits|Simpson Core Bits,CB-300-175 H,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-300-175-h-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 1-3/4”  X 3”; Total Length: 12”; Spline Part #: Cb-100-175 H,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-305-175 H,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-305-175-h-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 1-3/4”  X 3”; Total Length: 22”; Spline Part #: Cb-105-175 H,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-310-200,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-310-200-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 2” X 3”; Total Length: 12”; Spline Part #: Cb-110-200 H,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-315-200,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-315-200-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 2” X 3; Total Length: 22”; Spline Part #: Cb-115-200,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-320-250,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-320-250-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 2-3/4”  X 3”; Total Length: 12”; Spline Part #: Cb-120-250 H,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-325-250,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-325-250-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 2-3/4”  X 3”; Total Length: 22”; Spline Part #: Cb-125-250,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-330-300,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-330-300-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 3-1/4”  X 3”; Total Length: 12”; Spline Part #: Cb-130-300 H,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-335-300,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-335-300-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 3-1/4”  X 3”; Total Length: 22”; Spline Part #: Cb-135-300,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-340-350 H,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-340-350-h-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 3-1/2”  X 3”; Total Length: 12”; Spline Part #: Cb-140-350 H,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-345-350,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-345-350-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 3-1/2”  X 3”; Total Length: 22”; Spline Part #: Cb-145-350,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-350-400 H,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-350-400-h-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 4” X 3”; Total Length: 12”; Spline Part #: Cb-150-400 H,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-355-400,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-355-400-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 4” X 3”; Total Length: 22”; Spline Part #: Cb-155-400,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-365-450,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-365-450-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 4-1/2”  X 3”; Total Length: 22”; Spline Part #: Cb-165-450,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-375-500,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-375-500-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 5” X 3”; Total Length: 22”; Spline Part #: Cb-175-500,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-385-600,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-385-600-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: 6” X 3”; Total Length: 22”; Spline Part #: Cb-185-600,One Piece Core Bits
48|27051,Core Bits|Simpson Core Bits,CB-985-900,One Piece Core Bits,,E:\IMAGES\ITEMS\product\C\B\driltec-cb-985-900-one-piece-core-bits- 4.jpg,Driltec,,Radical new design. Enhanced for increased  carbide embodiment. Reduced body to drilling  diameter decreases hole wall friction. Unique  new carbide composition and tip shape. Sturdy  high grade chrome molybdenum steel body. This  new core bit design will maximize drilling speed  and tool life up to 30% over other sytems.  The alternating pointed chisel carbide teeth  and the spade carbide teeth are designed to  optimize and enhance each other during the  drilling operation. The chisel tips score and  break up the materials as well as stabilize the  core bits’ working characteristics. The spade  tips further break and remove the materials.  Even allows for drilling reinforced concrete. Use  RebarCUTTER™ for smaller diameters. See  page 14 for details.,,,Diam. X Useable Length: Replacement Pilot Bit; Total Length: ; Spline Part #: Cb-985-900,One Piece Core Bits
974|26798,Installation Tools|Installation Tools,TP-001-001,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-001-001-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,Apcon Kit (Complete W. Below),Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-003-003,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-003-003-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,1/4 Magnetic Driver,Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-006-006,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-006-006-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,5/16 Magnetic Driver,Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-009-009,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-009-009-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,Phillips Bit Adapter,Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-012-012,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-012-012-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,Drill Bit Holder,Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-015-015,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-015-015-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,Sleeve,Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-018-018,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-018-018-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,1/8 Hex Key,Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-021-021,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-021-021-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,# 2 Phillips Bit,Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-024-024,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-024-024-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,# 3 Phillips Bit,Tapcon® Tools - Installation Driver Kit
974|26798,Installation Tools|Installation Tools,TP-000-000,Tapcon® Tools - Installation Driver Kit,,E:\IMAGES\ITEMS\product\T\P\driltec-tp-000-000-tapcon-tools-installation-driver-kit- 4.jpg,Driltec,Ideal for drilling and fastening with just one power tool.,,,,Case (Only),Tapcon® Tools - Installation Driver Kit
2750|27703,Straight Shank Drill Bits|Straight Shank Drill Bits,TA-010-001,Tapcon® Straight Shank Bits,,E:\IMAGES\ITEMS\product\T\A\driltec-ta-010-001-tapcon-straight-shank-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 5/32 X 3-1/2; Pack Qty.: 10,Tapcon® Straight Shank Bits
2750|27703,Straight Shank Drill Bits|Straight Shank Drill Bits,TA-020-002,Tapcon® Straight Shank Bits,,E:\IMAGES\ITEMS\product\T\A\driltec-ta-020-002-tapcon-straight-shank-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 5/32 X 4-1/2; Pack Qty.: 10,Tapcon® Straight Shank Bits
2750|27703,Straight Shank Drill Bits|Straight Shank Drill Bits,TA-030-003,Tapcon® Straight Shank Bits,,E:\IMAGES\ITEMS\product\T\A\driltec-ta-030-003-tapcon-straight-shank-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 5/32 X 5-1/2; Pack Qty.: 10,Tapcon® Straight Shank Bits
2750|27703,Straight Shank Drill Bits|Straight Shank Drill Bits,TA-040-004,Tapcon® Straight Shank Bits,,E:\IMAGES\ITEMS\product\T\A\driltec-ta-040-004-tapcon-straight-shank-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 3/16 X 3-1/2; Pack Qty.: 10,Tapcon® Straight Shank Bits
2750|27703,Straight Shank Drill Bits|Straight Shank Drill Bits,TA-050-005,Tapcon® Straight Shank Bits,,E:\IMAGES\ITEMS\product\T\A\driltec-ta-050-005-tapcon-straight-shank-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 3/16 X 4-1/2; Pack Qty.: 10,Tapcon® Straight Shank Bits
2750|27703,Straight Shank Drill Bits|Straight Shank Drill Bits,TA-060-006,Tapcon® Straight Shank Bits,,E:\IMAGES\ITEMS\product\T\A\driltec-ta-060-006-tapcon-straight-shank-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 3/16 X 5-1/2; Pack Qty.: 10,Tapcon® Straight Shank Bits
245|27808,Concrete | Masonry|Concrete Bits,TS-002-002,Tapcon® SDS-Plus Hex Bits,,E:\IMAGES\ITEMS\product\T\S\driltec-ts-002-002-tapcon-sds-plus-hex-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 5/32 X 3 X 6,Tapcon® SDS-Plus Hex Bits
245|27808,Concrete | Masonry|Concrete Bits,TS-003-003,Tapcon® SDS-Plus Hex Bits,,E:\IMAGES\ITEMS\product\T\S\driltec-ts-003-003-tapcon-sds-plus-hex-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 5/32 X 4 X 7,Tapcon® SDS-Plus Hex Bits
245|27808,Concrete | Masonry|Concrete Bits,TS-005-005,Tapcon® SDS-Plus Hex Bits,,E:\IMAGES\ITEMS\product\T\S\driltec-ts-005-005-tapcon-sds-plus-hex-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 3/16 X 3 X 6,Tapcon® SDS-Plus Hex Bits
245|27808,Concrete | Masonry|Concrete Bits,TS-006-006,Tapcon® SDS-Plus Hex Bits,,E:\IMAGES\ITEMS\product\T\S\driltec-ts-006-006-tapcon-sds-plus-hex-bits- 4.jpg,Driltec,,• Sturdy and complete set of tools for concrete screw  installation. Tapcon and others. • Use Straight Shank bits with drill bit holder for use in  drills with Jacobs-Style chucks. • SDS-Plus bits fit directly into SDS-Plus Rotary  Hammers. Sleeve will tightly fit over hex on drill bit. • Check with screw manufacturers manual for proper  screw installation. • Drill bits are sold seperately.,,,Diam. X Total Length: 3/16 X 4 X 7,Tapcon® SDS-Plus Hex Bits
1088|21899,Chisels|Chisels,AG-400-400,12 Bull Point Chisel,,E:\IMAGES\ITEMS\product\A\G\driltec-ag-400-400-12-bull-point-chisel- 4.jpg,Driltec,3/4 Hex Chisels,"Finest workmanship combined with the most modern forging technology are put to work in the manufacture of DRILTEC chisels.  CNC machines and robot-aided workstations support manufacturing processes. DRILTEC chisel quality is “produced” with “in-process-quality-assurance” throughout the manufacturing cycle. Raw material and  material composition verficiations, hardening-, form- and dimensional checks are all part of this “in-process-quality-assurance”  program. ISO certification of the manufacturing plant is further evidence of this quality assurance package.",,,,12 Bull Point Chisel
1088|21899,Chisels|Chisels,AG-406-406,12 Flat Chisel,,E:\IMAGES\ITEMS\product\A\G\driltec-ag-406-406-12-flat-chisel- 4.jpg,Driltec,3/4 Hex Chisels,"Finest workmanship combined with the most modern forging technology are put to work in the manufacture of DRILTEC chisels.  CNC machines and robot-aided workstations support manufacturing processes. DRILTEC chisel quality is “produced” with “in-process-quality-assurance” throughout the manufacturing cycle. Raw material and  material composition verficiations, hardening-, form- and dimensional checks are all part of this “in-process-quality-assurance”  program. ISO certification of the manufacturing plant is further evidence of this quality assurance package.",,,,12 Flat Chisel
1088|21899,Chisels|Chisels,AG-412-412,2 X 12 Wide Chisel,,E:\IMAGES\ITEMS\product\A\G\driltec-ag-412-412-2-x-12-wide-chisel- 4.jpg,Driltec,3/4 Hex Chisels,"Finest workmanship combined with the most modern forging technology are put to work in the manufacture of DRILTEC chisels.  CNC machines and robot-aided workstations support manufacturing processes. DRILTEC chisel quality is “produced” with “in-process-quality-assurance” throughout the manufacturing cycle. Raw material and  material composition verficiations, hardening-, form- and dimensional checks are all part of this “in-process-quality-assurance”  program. ISO certification of the manufacturing plant is further evidence of this quality assurance package.",,,,2 X 12 Wide Chisel
1088|21899,Chisels|Chisels,AG-418-418,3 X 12 Wide Chisel,,E:\IMAGES\ITEMS\product\A\G\driltec-ag-418-418-3-x-12-wide-chisel- 4.jpg,Driltec,3/4 Hex Chisels,"Finest workmanship combined with the most modern forging technology are put to work in the manufacture of DRILTEC chisels.  CNC machines and robot-aided workstations support manufacturing processes. DRILTEC chisel quality is “produced” with “in-process-quality-assurance” throughout the manufacturing cycle. Raw material and  material composition verficiations, hardening-, form- and dimensional checks are all part of this “in-process-quality-assurance”  program. ISO certification of the manufacturing plant is further evidence of this quality assurance package.",,,,3 X 12 Wide Chisel
1086|24000,Spades|Spade Shovels,AG-420-420 H,Clay Spade 4 X 5 X 16 Chisel,,E:\IMAGES\ITEMS\product\A\G\driltec-ag-420-420-h-clay-spade-4-x-5-x-16-chisel- 4.jpg,Driltec,3/4 Hex Chisels,"Finest workmanship combined with the most modern forging technology are put to work in the manufacture of DRILTEC chisels.  CNC machines and robot-aided workstations support manufacturing processes. DRILTEC chisel quality is “produced” with “in-process-quality-assurance” throughout the manufacturing cycle. Raw material and  material composition verficiations, hardening-, form- and dimensional checks are all part of this “in-process-quality-assurance”  program. ISO certification of the manufacturing plant is further evidence of this quality assurance package.",,,,Clay Spade 4 X 5 X 16 Chisel
1088|21899,Chisels|Chisels,AG-310-340,Floor Scraper 6 X 5 Chisel,,E:\IMAGES\ITEMS\product\A\G\driltec-ag-310-340-floor-scraper-6-x-5-chisel- 4.jpg,Driltec,3/4 Hex Chisels,"Finest workmanship combined with the most modern forging technology are put to work in the manufacture of DRILTEC chisels.  CNC machines and robot-aided workstations support manufacturing processes. DRILTEC chisel quality is “produced” with “in-process-quality-assurance” throughout the manufacturing cycle. Raw material and  material composition verficiations, hardening-, form- and dimensional checks are all part of this “in-process-quality-assurance”  program. ISO certification of the manufacturing plant is further evidence of this quality assurance package.",,,,Floor Scraper 6 X 5 Chisel
