,Category,SKU #,Product Name,Image,Manufacturer_URL,Description,Details,Info/Size/Color,Unnamed: 8
334,,FS99160-E,V-LINE Construction Harness,,https://safewaze.com/,"The Safewaze V-Line Construction Fall Protection Harness is built for the heavy construction market, which demands quality and value. This harness features 1 dorsal D-Ring and 2 side positioning D-Rings, pass through chest buckles, and grommet leg straps and waist belt.
"," 
1 Dorsal D-ring 	
2 Side positioning D-rings 	
Pass-through chest buckle 
Grommet waist belt and leg straps 
Velcro label protector on back-strap 
Economical 
Convenient lanyard keepers 
Fall arrest indicators 
310 lb. weight capacity 
S - M - L - XL - XXL","Attachment Points : 1 Dorsal D-ring and 2 side positioning D-Rings
Materials : 1.75 in (44.45 mm) Polyester webbing;
High-strength polyester stitching;
Plastic lanyard keepers;
Plastic no-tangle back D-ring pad;
Forged steel D-ring;
Stamped steel pass-through chest buckles;
Grommet waist belt and leg straps
Weight : 5.25 lbs (2.38 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : S - M - L - XL - XXL
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.11, ANSI A10.32
",
335,,FS99185-E,V-LINE Harness with Grommet Legs,,https://safewaze.com/,"The Safewaze V-Line Fall Protection Harness with Grommet Legs has all the features of a premium harness, including a lightweight design for quality and comfort, at an economical price. It features easy adjustable chest strap with lanyard keepers and a forged steel back D-ring.
","1 Dorsal D-ring 	
Pass-through chest buckle 	
Grommet legs 	
Velcro label protector on back strap 	
Economical 	
Convenient lanyard keepers 	
Fall arrest indicators 	
310 lb. weight capacity 	
*Available with quick-connect chest 
Universal sizing (S - XL)","Attachment Points : 1 Dorsal D-ring
Materials : 1.75 in (44.45 mm) Polyester webbing;
High-strength polyester stitching;
Forged steel D-ring;
Stamped steel pass-through buckles
Weight : 3 lbs (1.36 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : S/M - L/XL 
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.1, ANSI A10.32",
336,,FS99185-E-QC,V-LINE Harness with Quick Connect Chest,,https://safewaze.com/,"The Safewaze V-Line Fall Protection Harness with Grommet Legs has all the features of a premium harness, including a lightweight design for quality and comfort, at an economical price. It features a  quick-connect chest with lanyard keepers and a forged steel back D-ring."," 
1 Dorsal D-ring 	
Quick-connect chest 
Grommet legs 	
Velcro label protector on back strap 	
Economical 
Convenient lanyard keepers 
Fall arrest indicators 
310 lb. weight capacity 	
Universal sizing (S – XL)","Attachment Points
: 1 Dorsal D-ring
Materials : 1.75 in (44.45 mm) Polyester webbing,
High-strength polyester stitching,
Stamped steel D-ring,
Steel quick connect chest buckle
Weight : 3.3 lbs (1.50 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal sizing (S - XL)
Applicable Standards : Meets OSHA 1910.66 - OSHA 1926.502 - ANSI Z359.11
ANSI A10.32",
337,,FS99185-EFD,V-LINE Harness with Front D-ring,,https://safewaze.com/,"The Safewaze V-Line Fall Protection Harness with grommet legs has all the features of a premium harness, including a lightweight design for quality and comfort, at an economical price. It features easy adjustable chest strap with lanyard keepers and a front D-ring.
"," 
1 Dorsal D-ring 
1 Front D-ring 
Pass-through chest buckle 
Grommet leg straps 
Grommet waist belt 
Velcro label protector on back-strap 
Economical 
Convenient lanyard keepers 
Fall arrest indicators 
310 lb. weight capacity 
Universal sizing (S - XL)","Attachment Points : 1 Dorsal D-ring, 1 Front D-ring 
Materials : 1.75 in (44.45 mm) Polyester webbing
High-strength polyester stitching,Forged steel D-rings, Stamped steel pass-through chest buckles
Weight : 3.25 lbs (1.47 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal sizing
Applicable Standards : Meets OSHA 1910.66 - OSHA 1926.502 - ANSI Z359.11
ANSI A10.32",
338,,FS99280-E,V-LINE Vest Harness,,https://safewaze.com/,"The Safewaze V-Line Vest Fall Protection Harness is the clear choice for compliance and value. This easy to fit and remove harness is durable and lightweight and features forged back D-ring, spring loaded adjustment buckles, and pass through buckle leg straps.
"," 
1 Dorsal D-ring 
Pass-through chest buckle 
Pass-through leg straps 	
Velcro label protector on back-strap 
Convenient lanyard keepers 
Fall arrest indicators 
Universal sizing (S - XL)","Attachment Points : 1 Dorsal D-ring
Materials : 1.75 in (44.45 mm) Polyester webbing;
High-strength polyester stitching;
Stamped steel D-ring;
Stamped steel pass-through buckles
Weight : 2 lbs (0.91 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal sizing
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.1, ANSI A10.32
",
339,,FS99281-E,V-LINE Vest Harness with Side Positioning D-rings,,https://safewaze.com/,"The Safewaze V-Line Vest Fall Protection Harness is the clear choice for compliance and value. This easy to fit and remove harness is durable and lightweight and features forged back D-ring, 2 side positioning D-rings, spring loaded adjustment buckles, and pass through buckle leg straps.
"," 
1 Dorsal D-ring 	
2 Side positioning D-rings 	
Pass-through chest buckle 
Grommet leg straps 
Grommet waist belt and leg straps 
Velcro label protector on back-strap 
Economical 
Convenient lanyard keepers 
Fall arrest indicators 
310 lb. weight capacity 
Universal sizing (S - XL)","Attachment Points : 1 Dorsal D-ring - 2 Side positioning D-rings 
Materials : 1.75 in (44.45 mm) Polyester webbing
High-strength polyester stitching, Stamped steel D-ring, Stamped steel pass-through buckles
Weight : 3 lbs (1.36 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal sizing
Applicable Standards : Meets OSHA 1910.66 - OSHA 1926.502 - ANSI Z359.11
ANSI A10.32",
340,,FS99281-EFD,V-LINE 4 D-Ring Harness,,https://safewaze.com/,"The Safewaze V-Line 4 D-Ring Fall Protection Harness is made from ergonomic materials and offers versatility with forged front and back D-rings, and 2 forged positioning side D-rings.
"," 
1 Dorsal D-ring 
2 Side positioning D-rings 	
1 Front D-ring 
Pass-through chest buckle 
Pass-through leg straps 
Velcro label protector on back-strap 
Economical 
Convenient lanyard keepers 
Fall arrest indicators 
310 lb. weight capacity 
Universal sizing (S - XL)","Attachment Points : 1 Dorsal D-ring - 2 Side positioning D-rings - 1 Front rescue D-ring
Materials : 1.75 in (44.45 mm) Polyester webbing;
High-strength polyester stitching;
Stamped steel D-ring;
Stamped steel pass-through buckles
Weight : 4.25 lbs (1.92 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal sizing
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.11, ANSI A10.32",
341,,FS99281-EFD-X,V-LINE Cross Over 4 D-Ring Harness,,https://safewaze.com/,"The Safewaze V-Line Cross Over 4 D-Ring Fall Protection Harness is lightweight and comfortable, with an ergonomic cross-over design, high visibility materials, a forged back D-ring, two forged side D-rings, and a forged front D-ring. Suitable for Rescue, Suspension, Positioning, and Fall Arrest."," 
1 Dorsal D-ring 	
2 Side positioning D-rings 	
1 Front D-ring 
Cross body (Pull over) style 
Pass-through chest buckle 
Pass-through leg straps 	
Velcro label protector on back-strap 
Economical 
Convenient lanyard keepers 
Fall arrest indicators 	
310 lb. weight capacity 	
Universal sizing (S - XL)","Attachment Points : 1 Dorsal D-ring, 2 Side positioning D-rings, 1 front rescue and suspension
Materials : 1.75 in (44.45 mm) Polyester webbing;
High-strength polyester stitching;
Stamped steel D-ring;
Stamped steel pass-through buckles
Weight : 4.2 (1.91 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal sizing
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.11, ANSI A10.32",
342,,FS99285-E,V-LINE Harness with Side Positioning D-rings,,https://safewaze.com/,"The Safewaze V-Line Fall Protection Harness with grommet legs has all the features of a premium harness, including a lightweight design for quality and comfort, at an economical price. It features easy adjustable chest strap with lanyard keepers and side positioning D-rings.
","1 Dorsal D-ring 
2 Side positioning D-rings 	
Pass-through chest buckle 
Grommet legs 
Velcro label protector on back-strap 
Economical 
Convenient lanyard keepers 
Fall arrest indicators 
310 lb. weight capacity 	
Universal sizing (S - XL)","Attachment Points : 1 Dorsal D-ring - 2 Side positioning D-rings
Materials : 1.75 in (44.45 mm) Polyester webbing
High-strength polyester stitching, Stamped steel D-ring, Stamped steel pass-through buckles 
Weight : 3 lbs (1.36 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal sizing
Applicable Standards : Meets OSHA 1910.66 - OSHA 1926.502 - ANSI Z359.11
ANSI A10.32",
343,,SW-8008-10,Class A 10' Cable Retractable w/ Forged Steel Snap Hook,,https://safewaze.com/,"The Safewaze SW-8008-10 is a Class A 10' galvanized cable retractable lifeline with a mobility enhancing swivel top, fall gate rated carabiner and coated components for harsh and demanding work environments. The unit's galvanized cable provides greater durability versus a comparable sized web unit and the housing design makes it lightweight and portable.
"," 
10′ Length 
Snap hook 
High-strength polymer housing 
Unique braking system 
Hook side load tested","MATERIALS : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Forged steel snap hook
WEIGHT : 4.50 lbs (2.04 kg)
WEIGHT CAPACITY/MAX WORKING LOAD : 420 lbs (190.51 kg)
LENGTH : 10 ft (3.05 m)
APPLICABLE STANDARDS : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32",
344,,SW-8008-10-ALU,Class A 10' Cable Retractable w/ Aluminum Snap Hook,,https://safewaze.com/,"The Safewaze SW-8008-10-ALU is a Class A 10' galvanized cable retractable lifeline with a mobility enhancing swivel top, fall gate rated carabiner and coated components for harsh and demanding work environments. The unit's galvanized cable provides greater durability versus a comparable sized web unit and the housing design makes it lightweight and portable.
"," 
10′ Length 
Snap hook 
High-strength polymer housing 
Unique braking system 
Hook side load tested","MATERIALS : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Aluminum snap hook
WEIGHT : 4.15 lbs (1.88 kg)
WEIGHT CAPACITY/MAX WORKING LOAD : 420 lbs (190.51 kg)
LENGTH : 10 ft (3.05 m)
APPLICABLE STANDARDS : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32",
345,,SW-8008-10-ALU-DL,Class A 10' Cable Retractable Dual Leg w/ Aluminum Snap Hooks,,https://safewaze.com/,"The Safewaze SW-8008-10-ALU-DL is a Class A 10' galvanized cable retractable lifeline with a mobility enhancing swivel top, fall gate rated carabiner and coated components for harsh and demanding work environments. The unit's galvanized cable provides greater durability versus a comparable sized web unit and the housing design makes it lightweight and portable.
"," 
10′ Length 
Snap hooks 
High-strength polymer housing 
Unique braking system 
Hook side load tested 
9012 bracket included","MATERIALS : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Aluminum snap hooks
WEIGHT : 8.65 lbs (3.92 kg)
WEIGHT CAPACITY/MAX WORKING LOAD : 420 lbs (190.51 kg)
LENGTH : 10 ft (3.05 m)
APPLICABLE STANDARDS : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
346,,SW-8008-10-ALU-RBH,Class A 10' Cable Retractable w/ Aluminum Rebar Hook,,https://safewaze.com/,"The Safewaze SW-8008-10-ALU-RBH is a Class A 10' galvanized cable retractable lifeline with a mobility enhancing swivel top, fall gate rated carabiner and coated components for harsh and demanding work environments. The unit's galvanized cable provides greater durability versus a comparable sized web unit and the housing design makes it lightweight and portable.
","10′ Length 
Rebar hook 
High-strength polymer housing 
Unique braking system 
Hook side load tested","Materials : High-strength polymer housing;
0.19 in (4.82 mm) Galvanized steel cable;
Aluminum rebar hook
Weight : 11.10 lbs (5.03 kg)
Weight Capacity/Max Working Load : 420 lbs (190.51 kg)
Length : 10 ft (3.05 m)
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.14, ANSI A10.32
",
347,,SW-8008-10-ALU-RBH-DL,Class A 10' Dual-Leg Cable SRL w/ Aluminum Rebar Hooks,,https://safewaze.com/,"The Safewaze SW-8008-10-ALU-RBH-DL is a 10' Class A galvanized cable retractable lifeline with a mobility enhancing swivel top, fall indicator snap hook, gate rated carabiner, and coated components for harsh and demanding work environments. The unit's galvanized cable provides greater durability and the housing design make it lightweight and portable.
","10′ Length 	
Rebar hooks 	
High-strength polymer housing 	
Unique braking system 	
Hook side load tested 	
9012 bracket included","Materials : High-strength polymer housing;
0.19 in (4.82 mm) Galvanized steel cable;
Aluminum rebar hooks
Weight : 11.10 lbs (5.03 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Length : 10 ft (3.05 m)
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.14, ANSI A10.32
",
348,,SW-8008-10-DL,Class A 10' Cable Retractable Dual Leg w/ Forged Steel Snap Hooks,,https://safewaze.com/,"The Safewaze SW-8008-10-DL is a Class A 10' galvanized cable retractable lifeline with a mobility enhancing swivel top, fall gate rated carabiner and coated components for harsh and demanding work environments. The unit's galvanized cable provides greater durability versus a comparable sized web unit and the housing design makes it lightweight and portable.
"," 
10′ Length 	
Snap hooks 
High-strength polymer housing 
Unique braking system 	
Hook side load tested 	
9013 bracket included","MATERIALS : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable,Forged steel snap hooks
WEIGHT : 9.35 lbs (4.24 kg)
WEIGHT CAPACITY/MAX WORKING LOAD : 420 lbs (190.51 kg)
LENGTH : 10 ft (3.05 m)
APPLICABALE STANDARDS : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
349,,SW-8008-10-RBH,Class A 10' Single Leg Cable Retractable w/ Forged Steel Rebar Hook,,https://safewaze.com/,"The Safewaze SW-8008-10-RBH is a Class A 10' galvanized cable retractable lifeline with a mobility enhancing swivel top, fall gate rated carabiner and coated components for harsh and demanding work environments. The unit's galvanized cable provides greater durability versus a comparable sized web unit and the housing design makes it lightweight and portable.
"," 
10' Length 
Rebar hook 
High-strength polymer housing 
Unique braking system 
Hook side load tested","Materials : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Forged steel rebar hook
Weight : 5.40 lbs (2.45 kg)
Weight Capactity/Max Working Load : 420 lbs (190.51 kg)
Length : 10 ft (3.05 m)
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
350,,SW-8008-10-RBH-DL,Class A 10' Dual Leg Cable Retractable w/ Forged Steel Rebar Hooks,,https://safewaze.com/,"The Safewaze SW-8008-10-RBH-DL is a Class A 10' galvanized cable retractable lifeline with a mobility enhancing swivel top, fall gate rated carabiner and coated components for harsh and demanding work environments. The unit's galvanized cable provides greater durability versus a comparable sized web unit and the housing design makes it lightweight and portable.
"," 
10' Length 
Rebar hooks 
High-strength polymer housing 
Unique braking system 
Hook side load tested 
9012 bracket included","Materials : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Forged steel rebar hooks
Weight : 11.10 lbs (5.03 kg)
Weight Capacity/Max Working Load : 420 lbs (190.51 kg)
Length : 10 ft (3.05 m)
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
351,,SW-8008-11LE,11' Single Leg Leading Edge Cable Retractable with Steel Snap Hook,,https://safewaze.com/,"The Safewaze SW-8008-11LE 11′ leading edge cable retractable incorporates the energy absorber within a lightweight backpack style enclosure.  This SRL is engineered for foot-level and sharp edge applications commonly found on construction job sites. It comes complete with a behind the web bracket, steel snap hook, and a swivel top.
","11’ Length 
Galvanized steel cable 
Steel snap hook 
Cooling Air mesh lined protective shock pack cover with harness fastener straps for security and comfort 
Swivel top 
ANSI LEADING EDGE COMPATIBLE 
*For foot-level and sharp edge applications
Meets ANSI Z359.14 – Class A
*On overhead connections only
9012 bracket included","Attachment Point : Steel Snap Hook
Materials : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Steel Snap Hook
Weight : 5.10 lbs (2.31 kg)
Weight Capacity/Max Working Load : NON-LE USE: ANSI, 130-310 lbs (58.96-140.61 kg) OSHA, up to 420 lbs (190.51 kg) LE USE: 310 lbs (140.61 kg)
Length : 11 ft (3.35 m)
Hook Ratings : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
352,,SW-8008-11LE-ALU,11' Single Leg Leading Edge Cable Retractable with Aluminum Snap Hook,,https://safewaze.com/,"The Safewaze SW-8008-11LE-ALU 11′ leading edge cable retractable incorporates the energy absorber within a lightweight backpack style enclosure.  This SRL is engineered for foot-level and sharp edge applications commonly found on construction job sites. It comes complete with a behind the web bracket, aluminum snap hook, and a swivel top.
"," 
11’ galvanized steel cable 
Aluminum snap hook 
Cooling Air mesh lined protective shock pack cover with harness fastener straps for security and comfort 
Swivel top 
ANSI LEADING EDGE COMPATIBLE *For foot-level and sharp edge applications  
Meets ANSI Z359.14 – Class A
*On overhead connections only  
9012 bracket included","Attachment Point : Aluminum Snap Hook
Materials : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Aluminum Snap Hook
Weight : 4.74 lbs (2.15 kg)
Weight Capacity/Max Working Load : NON-LE USE: ANSI, 130-310 lbs (58.96-140.61 kg) OSHA, up to 420 lbs (190.51 kg) LE USE: 310 lbs (140.61 kg)
Length : 11 ft (3.35 m)
Hook Ratings : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
353,,SW-8008-11LE-ALU-DL,11' Dual Leg Leading Edge Cable Retractable with Aluminum Snap Hooks,,https://safewaze.com/,"The Safewaze SW-8008-11LE-ALU-DL 11' Leading Edge Retractable is innovative in design by incorporating the integral energy absorber within a lightweight backpack style enclosure. The unit is engineered for foot-level and sharp edge applications commonly found on construction job sites. It comes complete with a Behind the Web dorsal D-ring attachment device for ease of wear and has a swivel top and durable housing.
","11’ cable 
Cooling Air mesh lined protective shock pack cover with harness fastener straps for security and comfort 
Includes quick attachment bracket built to be easily installed or removed
3,600 lbs gate-rated indicator aluminum hooks
Swivel top
ANSI LEADING EDGE COMPATIBLE
*For foot-level and sharp edge applications
Meets ANSI Z359.14 – Class A
*On overhead connections only
9012 bracket included","ATTACHMENT POINTS : Aluminum snap hooks
MATERIALS : High-strength polymer housings, 0.19 in (4.82 mm) Galvanized steel cable, Aluminum Snap Hooks
WEIGHT : 8.80 lbs (3.99 kg)
WEIGHT CAPACITY / MAX WORKING LOAD : NON-LE USE: ANSI, 130-310 lbs (58.96-140.61 kg)
OSHA, up to 420 lbs (190.51 kg)
LE USE: 310 lbs (140.61 kg)
LENGTH : 11 ft (3.35 m)
HOOK RATINGS : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
APPLICABLE STANDARDS : Meets OSHA 1926.502, ANSI Z359.14, ANSI A10.32",
354,,SW-8008-11LE-DL,11' Dual Leg Leading Edge Cable Retractable with Steel Snap Hooks,,https://safewaze.com/,"The Safewaze SW-8008-11LE-DL 11' Leading Edge Retractable is innovative in design by incorporating the integral energy absorber within a lightweight backpack style enclosure.  This unit is engineered for foot-level and sharp edge applications commonly found on construction job sites. It comes complete with a Behind the Web dorsal D-ring attachment device for ease of wear and has a swivel top and durable housing.
","11’ cable 
Cooling Air mesh lined protective shock pack cover with harness fastener straps for security and comfort 
Includes quick attachment bracket built to be easily installed or removed 
3,600 lbs gate-rated indicator snap hooks 
Swivel top 
ANSI LEADING EDGE COMPATIBLE
*For foot-level and sharp edge applications
Meets ANSI Z359.14 – Class A
*On overhead connections only
9012 bracket included","ATTACHMENT POINTS : Steel snap hooks
MATERIALS : High-strength polymer housings, 0.19 in (4.82 mm) Galvanized steel cable, Steel Snap Hooks
WEIGHT : 9.40 lbs (4.26 kg)
WEIGHT CAPACITY / MAX WORKING LOAD : NON-LE USE: ANSI, 130-310 lbs (58.96-140.61 kg)
OSHA, up to 420 lbs (190.51 kg)
LE USE: 310 lbs (140.61 kg)
LENGTH : 11 ft (3.35 m)
HOOK RATINGS : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
APPLICABLE STANDARDS: Meets OSHA 1926.502, ANSI Z359.14, ANSI A10.32",
355,,SW-8008-11LE-RBH,11′ Single Leg Leading Edge Cable Retractable with Steel Rebar Hook,,https://safewaze.com/,"The Safewaze SW-8008-11LE-RBH 11′ leading edge cable retractable incorporates the energy absorber within a lightweight backpack style enclosure. This SRL is engineered for foot-level and sharp edge applications commonly found on construction job sites. It comes complete with a behind the web bracket, steel rebar hook, and a swivel top.
"," 
11’ galvanized steel cable 
Steel rebar hook 	
Cooling Air mesh lined protective shock pack cover with harness fastener straps for security and comfort 
Swivel top 
ANSI LEADING EDGE COMPATIBLE
*For foot-level and sharp edge applications
Meets ANSI Z359.14 – Class A
*On overhead connections only
9012 bracket included","Attachment Point : Steel Rebar Hook
Materials : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Steel Rebar Hook
Weight : 5.99 lbs (2.72 kg)
Weight Capacity/Max Working Load : NON-LE USE: ANSI, 130-310 lbs (58.96-140.61 kg) OSHA, up to 420 lbs (190.51 kg) LE USE: 310 lbs (140.61 kg)
Length : 11 ft (3.35 m)
Hook Ratings : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32",
356,,SW-8008-11LE-RBH-ALU,11′ Single Leg Leading Edge Cable Retractable with Aluminum Rebar Hook,,https://safewaze.com/,"The Safewaze SW-8008-11LE-RBH-ALU 11′ leading edge cable retractable incorporates the energy absorber within a lightweight backpack style enclosure.  This SRL is engineered for foot-level and sharp edge applications commonly found on construction job sites. It comes complete with a behind the web bracket, aluminum rebar hook, and a swivel top.
"," 
11’ galvanized steel cable 
Aluminum rebar hook 
Cooling Air mesh lined protective shock pack cover with harness fastener straps for security and comfort 
Swivel top 
ANSI LEADING EDGE COMPATIBLE
*For foot-level and sharp edge applications
Meets ANSI Z359.14 – Class A
*On overhead connections only
9012 bracket included","Attachment Point : Aluminum Rebar Hook
Materials : High-strength polymer housing, 0.19 in (4.82 mm) Galvanized steel cable, Aluminum Rebar Hook
Weight : 5.58 lbs (2.53 kg)
Weight Capacity/Max Working Load : NON-LE USE: ANSI, 130-310 lbs (58.96-140.61 kg) OSHA, up to 420 lbs (190.51 kg) LE USE: 310 lbs (140.61 kg)
Length : 11 ft (3.35 m)
Hook Ratings : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
357,,SW-8008-11LE-RBH-ALU-DL,11' Dual Leg Leading Edge Cable Retractable with Aluminum Rebar Hooks,,https://safewaze.com/,"The Safewaze SW-8008-11LE-RBH-ALU-DL 11' Leading Edge Retractable is innovative in design by incorporating the integral energy absorber within a lightweight backpack style enclosure. The unit is engineered for foot-level and sharp edge applications commonly found on construction job sites. It comes complete with a Behind the Web dorsal D-ring attachment device and has a swivel top and durable housing.
"," 
11’ cable 
Cooling Air mesh lined protective shock pack cover with harness fastener straps for security and comfort 
Includes quick attachment bracket built to be easily installed or removed 
3,600 lbs gate-rated indicator aluminum rebar hooks 
Swivel top 
ANSI LEADING EDGE COMPATIBLE
*For foot-level and sharp edge applications
Meets ANSI Z359.14 – Class A
*On overhead connections only
9012 bracket included","ATTACHMENT POINTS : Aluminum rebar hooks
MATERIALS : High-strength polymer housings, 0.19 in (4.82 mm) Galvanized steel cable, Aluminum Rebar Hooks
WEIGHT : 10.50 lbs (4.76 kg)
WEIGHT CAPACITY / MAX WORKING LOAD : NON-LE USE: ANSI, 130-310 lbs (58.96-140.61 kg)
OSHA, up to 420 lbs (190.51 kg)
LE USE: 310 lbs (140.61 kg)
LENGTH
: 11 ft (3.35 m)
HOOK RATINGS : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated

APPLICABLE STANDARDS : Meets OSHA 1926.502, ANSI Z359.14, ANSI A10.32
",
358,,SW-8008-11LE-RBH-DL,11' Dual Leg Leading Edge Cable Retractable with Steel Rebar Hooks,,https://safewaze.com/,"The Safewaze SW-8008-11LE-RBH-DL 11' Leading Edge Retractable is innovative in design by incorporating the integral energy absorber within a lightweight backpack style enclosure. The unit is engineered for foot-level and sharp edge applications commonly found on construction job sites. It comes complete with a Behind the Web dorsal D-ring attachment device for ease of wear and has a swivel top and durable housing.
"," 
11’ cable 
Cooling Air mesh lined protective shock pack cover with harness fastener straps for security and comfort 
Includes quick attachment bracket built to be easily installed or removed 
3,600 lbs gate-rated indicator rebar hooks 	Swivel top 
ANSI LEADING EDGE COMPATIBLE
*For foot-level and sharp edge applications
Meets ANSI Z359.14 – Class A
*On overhead connections only
9012 bracket included","ATTACHMENT POINTS : Steel rebar hooks
MATERIALS : High-strength polymer housings, 0.19 in (4.82 mm) Galvanized steel cable, Steel Rebar Hooks
WEIGHT : 11.45 lbs (5.19 kg)
WEIGHT CAPACITY / MAX WORKING LOAD : NON-LE USE: ANSI, 130-310 lbs (58.96-140.61 kg)
OSHA, up to 420 lbs (190.51 kg)
LE USE: 310 lbs (140.61 kg)
LENGTH : 11 ft (3.35 m)
HOOK RATINGS : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
APPLICABLE STANDARDS : Meets OSHA 1926.502, ANSI Z359.14, ANSI A10.32
",
359,,SW-9012,Steel Dual Leg Behind the Web Bracket,,https://safewaze.com/,"The Safewaze Steel Dual Leg Behind the Web Bracket is simple to install behind the webbing of the dorsal d-ring and allows for easy attachment of dual leg retractables.
"," 
Zinc-Plated Steel 
Bracket ratings are 5,000 lbs (2267.96 kg) Tensile Strength","Materials : Zinc-Plated Steel
Weight : .30 lbs (.14 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
360,,SW-EX180,Wood Truss/Attic Anchor,,https://safewaze.com/,"Our Wood Truss anchor is a tailored fall protection solution for new construction or for work being performed in the attic space of an existing structure. The Wood Truss anchor fastens easily to the underside of a roof truss providing a quick and easy fall protection solution in areas where an adequate anchorage point is often difficult to locate.
"," 
Easy installation and removal 
Zinc-plated steel 
Weight of unit .75 lbs 
Meets OSHA 1926.502 - OSHA 1910.140 
Maximum breaking strength 3,600 lbf - 16kN
*Includes Fasteners (10) #12 x 1.5” zinc-plated steel wood screws","Included Fasteners : (10) #12 x 1.5” zinc-plated steel Wood Screws
Materials : Zinc Plated Steel, Stainless Steel
Minimum Tensile Strength : 3,600 lbf - 16 kN
Weight : .75 lbs (.34 kg)
Weight Capacity : 310 lbs (140.61 kg) - Single user
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.140",
361,,SW-EX280,"14"" Cast In Place Post Anchor for Concrete",,https://safewaze.com/,"This 14"" post anchor is designed to be cast in place for use in concrete applications.
"," 
Easy Installation 	
Engineered to an ultimate load of 5,400 lbs 
Pre-engineered for cast in place applications 
Single person use","Materials : Mild grade steel
Weight : 45 lbs (20.41 kg)
Weight Capacity/Max Working Load : 400 lbs (181.44 kg) - Designed for single person use
Base Dimensions : 14 in X 14 in (355.6 mm x 355.6 mm)
Minimum Breaking Load : 5,000 lbs (2267.96 kg)
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.1, ANSI A10.32",
